gene	COG_category
h1SMcG0013699	-
h1SMcG0013700	-
h1SMcG0013701	-
h1SMcG0013702	-
h1SMcG0013703	PT
h1SMcG0013704	-
h1SMcG0013705	U
h1SMcG0013706	S
h1SMcG0013707	S
h1SMcG0013708	-
h1SMcG0013709	-
h1SMcG0013710	D
h1SMcG0013711	-
h1SMcG0013712	T
h1SMcG0013713	T
h1SMcG0013714	S
h1SMcG0013715	S
h1SMcG0013716	S
h1SMcG0013717	-
h1SMcG0013718	-
h1SMcG0013719	Q
h1SMcG0013720	-
h1SMcG0013721	-
h1SMcG0013722	O
h1SMcG0013723	S
h1SMcG0013724	U
h1SMcG0013725	S
h1SMcG0013726	-
h1SMcG0013727	PT
h1SMcG0013728	S
h1SMcG0013729	PT
h1SMcG0013730	K
h1SMcG0013731	TU
h1SMcG0013732	-
h1SMcG0013733	-
h1SMcG0013734	-
h1SMcG0013735	AJ
h1SMcG0013736	S
h1SMcG0013737	S
h1SMcG0013738	S
h1SMcG0013739	S
h1SMcG0013740	S
h1SMcG0013741	P
h1SMcG0013742	K
h1SMcG0013743	-
h1SMcG0013744	-
h1SMcG0013745	S
h1SMcG0013746	AJ
h1SMcG0013747	S
h1SMcG0013748	O
h1SMcG0013749	-
h1SMcG0013750	-
h1SMcG0013751	-
h1SMcG0013752	-
h1SMcG0013753	T
h1SMcG0013754	-
h1SMcG0013755	-
h1SMcG0013756	EGP
h1SMcG0013757	G
h1SMcG0013758	S
h1SMcG0013759	Z
h1SMcG0013760	-
h1SMcG0013761	T
h1SMcG0013762	-
h1SMcG0013763	-
h1SMcG0013764	S
h1SMcG0013765	-
h1SMcG0013766	E
h1SMcG0013767	A
h1SMcG0013768	S
h1SMcG0013769	-
h1SMcG0013770	T
h1SMcG0013771	-
h1SMcG0013772	-
h1SMcG0013773	S
h1SMcG0013774	O
h1SMcG0013775	-
h1SMcG0013776	T
h1SMcG0013777	S
h1SMcG0013778	-
h1SMcG0013779	-
h1SMcG0013780	G
h1SMcG0013781	-
h1SMcG0013782	O
h1SMcG0013783	S
h1SMcG0013784	U
h1SMcG0013785	-
h1SMcG0013786	-
h1SMcG0013787	S
h1SMcG0013788	T
h1SMcG0013789	U
h1SMcG0013790	S
h1SMcG0013791	K
h1SMcG0013792	E
h1SMcG0013793	-
h1SMcG0013794	-
h1SMcG0013795	T
h1SMcG0013796	T
h1SMcG0013797	-
h1SMcG0013798	Z
h1SMcG0013799	A
h1SMcG0013800	W
h1SMcG0013801	-
h1SMcG0013802	E
h1SMcG0013803	S
h1SMcG0013804	T
h1SMcG0013805	A
h1SMcG0013806	-
h1SMcG0013807	O
h1SMcG0013808	S
h1SMcG0013809	U
h1SMcG0013810	O
h1SMcG0013811	J
h1SMcG0013812	U
h1SMcG0013813	Q
h1SMcG0013814	-
h1SMcG0013815	Q
h1SMcG0013816	Q
h1SMcG0013817	Q
h1SMcG0013818	Q
h1SMcG0013819	JO
h1SMcG0013820	Q
h1SMcG0013821	-
h1SMcG0013822	O
h1SMcG0013823	A
h1SMcG0013824	H
h1SMcG0013825	T
h1SMcG0013826	-
h1SMcG0013827	J
h1SMcG0013828	P
h1SMcG0013829	S
h1SMcG0013830	Z
h1SMcG0013831	T
h1SMcG0013832	S
h1SMcG0013833	O
h1SMcG0013834	Z
h1SMcG0013835	-
h1SMcG0013836	O
h1SMcG0013837	I
h1SMcG0013838	FQ
h1SMcG0013839	P
h1SMcG0013840	-
h1SMcG0013841	-
h1SMcG0013842	O
h1SMcG0013843	-
h1SMcG0013844	U
h1SMcG0013845	-
h1SMcG0013846	O
h1SMcG0013847	O
h1SMcG0013848	S
h1SMcG0013849	U
h1SMcG0013850	O
h1SMcG0013851	-
h1SMcG0013852	-
h1SMcG0013853	-
h1SMcG0013854	T
h1SMcG0013855	S
h1SMcG0013856	-
h1SMcG0013857	-
h1SMcG0013858	-
h1SMcG0013859	T
h1SMcG0013860	Z
h1SMcG0013861	-
h1SMcG0013862	O
h1SMcG0013863	E
h1SMcG0013864	T
h1SMcG0013865	S
h1SMcG0013866	-
h1SMcG0013867	S
h1SMcG0013868	Z
h1SMcG0013869	U
h1SMcG0013870	I
h1SMcG0013871	O
h1SMcG0013872	-
h1SMcG0013873	M
h1SMcG0013874	S
h1SMcG0013875	K
h1SMcG0013876	T
h1SMcG0013877	-
h1SMcG0013878	D
h1SMcG0013879	T
h1SMcG0013880	K
h1SMcG0013881	S
h1SMcG0013882	-
h1SMcG0013883	-
h1SMcG0013884	F
h1SMcG0013885	-
h1SMcG0013886	S
h1SMcG0013887	-
h1SMcG0013888	S
h1SMcG0013889	-
h1SMcG0013890	T
h1SMcG0013891	S
h1SMcG0013892	E
h1SMcG0013893	-
h1SMcG0013894	U
h1SMcG0013895	-
h1SMcG0013896	-
h1SMcG0013897	P
h1SMcG0013898	-
h1SMcG0013899	-
h1SMcG0013900	T
h1SMcG0013901	S
h1SMcG0013902	-
h1SMcG0013903	S
h1SMcG0013904	S
h1SMcG0013905	S
h1SMcG0013906	J
h1SMcG0013907	PT
h1SMcG0013908	S
h1SMcG0013909	K
h1SMcG0013910	J
h1SMcG0013911	J
h1SMcG0013912	-
h1SMcG0013913	U
h1SMcG0013914	U
h1SMcG0013915	S
h1SMcG0013916	S
h1SMcG0013917	TU
h1SMcG0013918	J
h1SMcG0013919	O
h1SMcG0013920	J
h1SMcG0013921	O
h1SMcG0013922	S
h1SMcG0013923	-
h1SMcG0013924	-
h1SMcG0013925	-
h1SMcG0013926	-
h1SMcG0013927	-
h1SMcG0013928	P
h1SMcG0013929	K
h1SMcG0013930	-
h1SMcG0013931	-
h1SMcG0013932	T
h1SMcG0013933	-
h1SMcG0013934	A
h1SMcG0013935	S
h1SMcG0013936	P
h1SMcG0013937	P
h1SMcG0013938	Z
h1SMcG0013939	-
h1SMcG0013940	T
h1SMcG0013941	T
h1SMcG0013942	T
h1SMcG0013943	-
h1SMcG0013944	K
h1SMcG0013945	-
h1SMcG0013946	U
h1SMcG0013947	E
h1SMcG0013948	S
h1SMcG0013949	-
h1SMcG0013950	-
h1SMcG0013951	S
h1SMcG0013952	-
h1SMcG0013953	T
h1SMcG0013954	O
h1SMcG0013955	-
h1SMcG0013956	T
h1SMcG0013957	V
h1SMcG0013958	T
h1SMcG0013959	-
h1SMcG0013960	E
h1SMcG0013961	S
h1SMcG0013962	-
h1SMcG0013963	O
h1SMcG0013964	J
h1SMcG0013965	C
h1SMcG0013966	Z
h1SMcG0013967	-
h1SMcG0013968	O
h1SMcG0013969	P
h1SMcG0013970	S
h1SMcG0013971	-
h1SMcG0013972	L
h1SMcG0013973	O
h1SMcG0013974	T
h1SMcG0013975	T
h1SMcG0013976	S
h1SMcG0013977	A
h1SMcG0013978	-
h1SMcG0013979	E
h1SMcG0013980	-
h1SMcG0013981	S
h1SMcG0013982	K
h1SMcG0013983	-
h1SMcG0013984	S
h1SMcG0013985	O
h1SMcG0013986	T
h1SMcG0013987	K
h1SMcG0013988	-
h1SMcG0013989	-
h1SMcG0013990	S
h1SMcG0013991	T
h1SMcG0013992	-
h1SMcG0013993	-
h1SMcG0013994	T
h1SMcG0013995	-
h1SMcG0013996	B
h1SMcG0013997	L
h1SMcG0013998	-
h1SMcG0013999	D
h1SMcG0014000	IO
h1SMcG0014001	-
h1SMcG0014002	S
h1SMcG0014003	O
h1SMcG0014004	S
h1SMcG0014005	K
h1SMcG0014006	-
h1SMcG0014007	-
h1SMcG0014008	-
h1SMcG0014009	-
h1SMcG0014010	E
h1SMcG0014011	E
h1SMcG0014012	A
h1SMcG0014013	P
h1SMcG0014014	T
h1SMcG0014015	B
h1SMcG0014016	T
h1SMcG0014017	O
h1SMcG0014018	O
h1SMcG0014019	S
h1SMcG0014020	-
h1SMcG0014021	-
h1SMcG0014022	-
h1SMcG0014023	I
h1SMcG0014024	Q
h1SMcG0014025	I
h1SMcG0014026	PT
h1SMcG0014027	-
h1SMcG0014028	S
h1SMcG0014029	W
h1SMcG0014030	-
h1SMcG0014031	S
h1SMcG0014032	-
h1SMcG0014033	T
h1SMcG0014034	-
h1SMcG0014035	-
h1SMcG0014036	-
h1SMcG0014037	S
h1SMcG0014038	GT
h1SMcG0014039	S
h1SMcG0014040	-
h1SMcG0014041	J
h1SMcG0014042	O
h1SMcG0014043	K
h1SMcG0014044	O
h1SMcG0014045	-
h1SMcG0014046	-
h1SMcG0014047	-
h1SMcG0014048	A
h1SMcG0014049	O
h1SMcG0014050	C
h1SMcG0014051	-
h1SMcG0014052	E
h1SMcG0014053	E
h1SMcG0014054	A
h1SMcG0014055	-
h1SMcG0014056	O
h1SMcG0014057	K
h1SMcG0014058	C
h1SMcG0014059	-
h1SMcG0014060	G
h1SMcG0014061	-
h1SMcG0014062	-
h1SMcG0014063	K
h1SMcG0014064	L
h1SMcG0014065	-
h1SMcG0014066	-
h1SMcG0014067	K
h1SMcG0014068	-
h1SMcG0014069	TU
h1SMcG0014070	S
h1SMcG0014071	-
h1SMcG0014072	O
h1SMcG0014073	K
h1SMcG0014074	L
h1SMcG0014075	-
h1SMcG0014076	K
h1SMcG0014077	-
h1SMcG0014078	BD
h1SMcG0014079	TU
h1SMcG0014080	S
h1SMcG0014081	BD
h1SMcG0014082	M
h1SMcG0014083	A
h1SMcG0014084	-
h1SMcG0014085	O
h1SMcG0014086	O
h1SMcG0014087	-
h1SMcG0014088	O
h1SMcG0014089	-
h1SMcG0014090	S
h1SMcG0014091	J
h1SMcG0014092	S
h1SMcG0014093	Z
h1SMcG0014094	S
h1SMcG0014095	K
h1SMcG0014096	S
h1SMcG0014097	T
h1SMcG0014098	-
h1SMcG0014099	S
h1SMcG0014100	S
h1SMcG0014101	S
h1SMcG0014102	-
h1SMcG0014103	O
h1SMcG0014104	-
h1SMcG0014105	S
h1SMcG0014106	P
h1SMcG0014107	-
h1SMcG0014108	S
h1SMcG0014109	-
h1SMcG0014110	T
h1SMcG0014111	TW
h1SMcG0014112	T
h1SMcG0014113	-
h1SMcG0014114	T
h1SMcG0014115	T
h1SMcG0014116	S
h1SMcG0014117	U
h1SMcG0014118	T
h1SMcG0014119	O
h1SMcG0014120	G
h1SMcG0014121	U
h1SMcG0014122	T
h1SMcG0014123	S
h1SMcG0014124	S
h1SMcG0014125	A
h1SMcG0014126	S
h1SMcG0014127	K
h1SMcG0014128	S
h1SMcG0014129	T
h1SMcG0014130	TZ
h1SMcG0014131	O
h1SMcG0014132	J
h1SMcG0014133	-
h1SMcG0014134	W
h1SMcG0014135	T
h1SMcG0014136	O
h1SMcG0014137	-
h1SMcG0014138	T
h1SMcG0014139	P
h1SMcG0014140	-
h1SMcG0014141	-
h1SMcG0014142	T
h1SMcG0014143	I
h1SMcG0014144	-
h1SMcG0014145	T
h1SMcG0014146	-
h1SMcG0014147	-
h1SMcG0014148	T
h1SMcG0014149	-
h1SMcG0014150	O
h1SMcG0014151	-
h1SMcG0014152	-
h1SMcG0014153	-
h1SMcG0014154	T
h1SMcG0014155	Z
h1SMcG0014156	T
h1SMcG0014157	-
h1SMcG0014158	S
h1SMcG0014159	K
h1SMcG0014160	T
h1SMcG0014161	U
h1SMcG0014162	-
h1SMcG0014163	K
h1SMcG0014164	P
h1SMcG0014165	T
h1SMcG0014166	DZ
h1SMcG0014167	-
h1SMcG0014168	T
h1SMcG0014169	A
h1SMcG0014170	S
h1SMcG0014171	S
h1SMcG0014172	S
h1SMcG0014173	-
h1SMcG0014174	S
h1SMcG0014175	S
h1SMcG0014176	-
h1SMcG0014177	S
h1SMcG0014178	-
h1SMcG0014179	T
h1SMcG0014180	G
h1SMcG0014181	K
h1SMcG0014182	S
h1SMcG0014183	C
h1SMcG0014184	-
h1SMcG0014185	S
h1SMcG0014186	-
h1SMcG0014187	-
h1SMcG0014188	T
h1SMcG0014189	P
h1SMcG0014190	-
h1SMcG0014191	S
h1SMcG0014192	S
h1SMcG0014193	A
h1SMcG0014194	-
h1SMcG0014195	S
h1SMcG0014196	TU
h1SMcG0014197	K
h1SMcG0014198	Z
h1SMcG0014199	S
h1SMcG0014200	-
h1SMcG0014201	-
h1SMcG0014202	P
h1SMcG0014203	Z
h1SMcG0014204	E
h1SMcG0014205	-
h1SMcG0014206	O
h1SMcG0014207	O
h1SMcG0014208	-
h1SMcG0014209	-
h1SMcG0014210	U
h1SMcG0014211	-
h1SMcG0014212	-
h1SMcG0014213	-
h1SMcG0014214	T
h1SMcG0014215	S
h1SMcG0014216	O
h1SMcG0014217	-
h1SMcG0014218	S
h1SMcG0014219	O
h1SMcG0014220	-
h1SMcG0014221	L
h1SMcG0014222	K
h1SMcG0014223	P
h1SMcG0014224	-
h1SMcG0014225	B
h1SMcG0014226	O
h1SMcG0014227	-
h1SMcG0014228	A
h1SMcG0014229	-
h1SMcG0014230	-
h1SMcG0014231	-
h1SMcG0014232	CO
h1SMcG0014233	-
h1SMcG0014234	S
h1SMcG0014235	-
h1SMcG0014236	Z
h1SMcG0014237	O
h1SMcG0014238	D
h1SMcG0014239	C
h1SMcG0014240	-
h1SMcG0014241	GOU
h1SMcG0014242	S
h1SMcG0014243	U
h1SMcG0014244	-
h1SMcG0014245	-
h1SMcG0014246	-
h1SMcG0014247	-
h1SMcG0014248	-
h1SMcG0014249	-
h1SMcG0014250	-
h1SMcG0014251	L
h1SMcG0014252	S
h1SMcG0014253	E
h1SMcG0014254	T
h1SMcG0014255	T
h1SMcG0014256	-
h1SMcG0014257	K
h1SMcG0014258	T
h1SMcG0014259	T
h1SMcG0014260	OT
h1SMcG0014261	T
h1SMcG0014262	DZ
h1SMcG0014263	G
h1SMcG0014264	T
h1SMcG0014265	L
h1SMcG0014266	S
h1SMcG0014267	S
h1SMcG0014268	-
h1SMcG0014269	B
h1SMcG0014270	-
h1SMcG0014271	-
h1SMcG0014272	E
h1SMcG0014273	-
h1SMcG0014274	C
h1SMcG0014275	E
h1SMcG0014276	UY
h1SMcG0014277	T
h1SMcG0014278	-
h1SMcG0014279	-
h1SMcG0014280	G
h1SMcG0014281	-
h1SMcG0014282	S
h1SMcG0014283	G
h1SMcG0014284	-
h1SMcG0014285	-
h1SMcG0014286	T
h1SMcG0014287	I
h1SMcG0014288	P
h1SMcG0014289	T
h1SMcG0014290	E
h1SMcG0014291	-
h1SMcG0014292	-
h1SMcG0014293	P
h1SMcG0014294	U
h1SMcG0014295	K
h1SMcG0014296	S
h1SMcG0014297	A
h1SMcG0014298	K
h1SMcG0014299	U
h1SMcG0014300	L
h1SMcG0014301	T
h1SMcG0014302	-
h1SMcG0014303	J
h1SMcG0014304	H
h1SMcG0014305	T
h1SMcG0014306	U
h1SMcG0014307	G
h1SMcG0014308	H
h1SMcG0014309	H
h1SMcG0014310	T
h1SMcG0014311	T
h1SMcG0014312	S
h1SMcG0014313	Z
h1SMcG0014314	Q
h1SMcG0014315	T
h1SMcG0014316	-
h1SMcG0014317	T
h1SMcG0014318	-
h1SMcG0014319	J
h1SMcG0014320	PT
h1SMcG0014321	A
h1SMcG0014322	O
h1SMcG0014323	S
h1SMcG0014324	-
h1SMcG0014325	O
h1SMcG0014326	J
h1SMcG0014327	UY
h1SMcG0014328	S
h1SMcG0014329	-
h1SMcG0014330	-
h1SMcG0014331	O
h1SMcG0014332	-
h1SMcG0014333	S
h1SMcG0014334	L
h1SMcG0014335	E
h1SMcG0014336	-
h1SMcG0014337	S
h1SMcG0014338	-
h1SMcG0014339	-
h1SMcG0014340	-
h1SMcG0014341	P
h1SMcG0014342	L
h1SMcG0014343	L
h1SMcG0014344	O
h1SMcG0014345	S
h1SMcG0014346	P
h1SMcG0014347	S
h1SMcG0014348	-
h1SMcG0014349	A
h1SMcG0014350	PT
h1SMcG0014351	-
h1SMcG0014352	K
h1SMcG0014353	-
h1SMcG0014354	T
h1SMcG0014355	-
h1SMcG0014356	L
h1SMcG0014357	T
h1SMcG0014358	O
h1SMcG0014359	G
h1SMcG0014360	G
h1SMcG0014361	G
h1SMcG0014362	G
h1SMcG0014363	-
h1SMcG0014364	K
h1SMcG0014365	-
h1SMcG0014366	-
h1SMcG0014367	T
h1SMcG0014368	O
h1SMcG0014369	O
h1SMcG0014370	E
h1SMcG0014371	E
h1SMcG0014372	E
h1SMcG0014373	-
h1SMcG0014374	T
h1SMcG0014375	U
h1SMcG0014376	E
h1SMcG0014377	S
h1SMcG0014378	-
h1SMcG0014379	Z
h1SMcG0014380	-
h1SMcG0014381	A
h1SMcG0014382	-
h1SMcG0014383	A
h1SMcG0014384	T
h1SMcG0014385	S
h1SMcG0014386	T
h1SMcG0014387	K
h1SMcG0014388	-
h1SMcG0014389	L
h1SMcG0014390	S
h1SMcG0014391	-
h1SMcG0014392	-
h1SMcG0014393	T
h1SMcG0014394	C
h1SMcG0014395	U
h1SMcG0014396	S
h1SMcG0014397	A
h1SMcG0014398	-
h1SMcG0014399	-
h1SMcG0014400	O
h1SMcG0014401	-
h1SMcG0014402	S
h1SMcG0014403	-
h1SMcG0014404	DZ
h1SMcG0014405	O
h1SMcG0014406	T
h1SMcG0014407	T
h1SMcG0014408	G
h1SMcG0014409	-
h1SMcG0014410	-
h1SMcG0014411	-
h1SMcG0014412	BD
h1SMcG0014413	E
h1SMcG0014414	-
h1SMcG0014415	I
h1SMcG0014416	J
h1SMcG0014417	S
h1SMcG0014418	C
h1SMcG0014419	C
h1SMcG0014420	C
h1SMcG0014421	L
h1SMcG0014422	-
h1SMcG0014423	-
h1SMcG0014424	-
h1SMcG0014425	Q
h1SMcG0014426	Q
h1SMcG0014427	-
h1SMcG0014428	T
h1SMcG0014429	S
h1SMcG0014430	I
h1SMcG0014431	-
h1SMcG0014432	M
h1SMcG0014433	-
h1SMcG0014434	T
h1SMcG0014435	-
h1SMcG0014436	G
h1SMcG0014437	-
h1SMcG0014438	S
h1SMcG0014439	F
h1SMcG0014440	D
h1SMcG0014441	E
h1SMcG0014442	-
h1SMcG0014443	C
h1SMcG0014444	-
h1SMcG0014445	BT
h1SMcG0014446	T
h1SMcG0014447	D
h1SMcG0014448	G
h1SMcG0014449	O
h1SMcG0014450	-
h1SMcG0014451	G
h1SMcG0014452	-
h1SMcG0014453	G
h1SMcG0014454	G
h1SMcG0014455	G
h1SMcG0014456	-
h1SMcG0014457	E
h1SMcG0014458	G
h1SMcG0014459	G
h1SMcG0014460	-
h1SMcG0014461	G
h1SMcG0014462	-
h1SMcG0014463	-
h1SMcG0014464	G
h1SMcG0014465	G
h1SMcG0014466	U
h1SMcG0014467	-
h1SMcG0014468	-
h1SMcG0014469	-
h1SMcG0014470	-
h1SMcG0014471	-
h1SMcG0014472	S
h1SMcG0014473	-
h1SMcG0014474	-
h1SMcG0014475	A
h1SMcG0014476	-
h1SMcG0014477	S
h1SMcG0014478	S
h1SMcG0014479	-
h1SMcG0014480	O
h1SMcG0014481	L
h1SMcG0014482	-
h1SMcG0014483	S
h1SMcG0014484	P
h1SMcG0014485	G
h1SMcG0014486	S
h1SMcG0014487	T
h1SMcG0014488	L
h1SMcG0014489	-
h1SMcG0014490	-
h1SMcG0014491	S
h1SMcG0014492	G
h1SMcG0014493	S
h1SMcG0014494	-
h1SMcG0014495	T
h1SMcG0014496	TU
h1SMcG0014497	L
h1SMcG0014498	C
h1SMcG0014499	EPT
h1SMcG0014500	-
h1SMcG0014501	-
h1SMcG0014502	K
h1SMcG0014503	T
h1SMcG0014504	TV
h1SMcG0014505	S
h1SMcG0014506	V
h1SMcG0014507	-
h1SMcG0014508	I
h1SMcG0014509	Q
h1SMcG0014510	-
h1SMcG0014511	D
h1SMcG0014512	G
h1SMcG0014513	-
h1SMcG0014514	-
h1SMcG0014515	E
h1SMcG0014516	KU
h1SMcG0014517	-
h1SMcG0014518	K
h1SMcG0014519	-
h1SMcG0014520	-
h1SMcG0014521	-
h1SMcG0014522	G
h1SMcG0014523	-
h1SMcG0014524	-
h1SMcG0014525	S
h1SMcG0014526	-
h1SMcG0014527	O
h1SMcG0014528	K
h1SMcG0014529	-
h1SMcG0014530	A
h1SMcG0014531	S
h1SMcG0014532	-
h1SMcG0014533	S
h1SMcG0014534	P
h1SMcG0014535	T
h1SMcG0014536	KT
h1SMcG0014537	K
h1SMcG0014538	-
h1SMcG0014539	L
h1SMcG0014540	-
h1SMcG0014541	T
h1SMcG0014542	K
h1SMcG0014543	E
h1SMcG0014544	C
h1SMcG0014545	-
h1SMcG0014546	-
h1SMcG0014547	S
h1SMcG0014548	S
h1SMcG0014549	S
h1SMcG0014550	S
h1SMcG0014551	-
h1SMcG0014552	-
h1SMcG0014553	-
h1SMcG0014554	PT
h1SMcG0014555	E
h1SMcG0014556	S
h1SMcG0014557	-
h1SMcG0014558	K
h1SMcG0014559	-
h1SMcG0014560	C
h1SMcG0014561	T
h1SMcG0014562	I
h1SMcG0014563	-
h1SMcG0014564	T
h1SMcG0014565	T
h1SMcG0014566	-
h1SMcG0014567	-
h1SMcG0014568	-
h1SMcG0014569	O
h1SMcG0014570	J
h1SMcG0014571	T
h1SMcG0014572	T
h1SMcG0014573	S
h1SMcG0014574	-
h1SMcG0014575	T
h1SMcG0014576	T
h1SMcG0014577	-
h1SMcG0014578	-
h1SMcG0014579	-
h1SMcG0014580	-
h1SMcG0014581	-
h1SMcG0014582	-
h1SMcG0014583	I
h1SMcG0014584	S
h1SMcG0014585	-
h1SMcG0014586	U
h1SMcG0014587	-
h1SMcG0014588	-
h1SMcG0014589	L
h1SMcG0014590	T
h1SMcG0014591	S
h1SMcG0014592	K
h1SMcG0014593	T
h1SMcG0014594	T
h1SMcG0014595	S
h1SMcG0014596	-
h1SMcG0014597	O
h1SMcG0014598	O
h1SMcG0014599	A
h1SMcG0014600	-
h1SMcG0014601	-
h1SMcG0014602	K
h1SMcG0014603	BD
h1SMcG0014604	C
h1SMcG0014605	-
h1SMcG0014606	-
h1SMcG0014607	-
h1SMcG0014608	T
h1SMcG0014609	K
h1SMcG0014610	-
h1SMcG0014611	-
h1SMcG0014612	-
h1SMcG0014613	-
h1SMcG0014614	O
h1SMcG0014615	-
h1SMcG0014616	-
h1SMcG0014617	S
h1SMcG0014618	L
h1SMcG0014619	K
h1SMcG0014620	S
h1SMcG0014621	-
h1SMcG0014622	I
h1SMcG0014623	S
h1SMcG0014624	-
h1SMcG0014625	S
h1SMcG0014626	T
h1SMcG0014627	-
h1SMcG0014628	T
h1SMcG0014629	E
h1SMcG0014630	T
h1SMcG0014631	T
h1SMcG0014632	-
h1SMcG0014633	K
h1SMcG0014634	S
h1SMcG0014635	-
h1SMcG0014636	-
h1SMcG0014637	E
h1SMcG0014638	T
h1SMcG0014639	S
h1SMcG0014640	AD
h1SMcG0014641	Q
h1SMcG0014642	C
h1SMcG0014643	CH
h1SMcG0014644	-
h1SMcG0014645	T
h1SMcG0014646	-
h1SMcG0014647	A
h1SMcG0014648	P
h1SMcG0014649	-
h1SMcG0014650	S
h1SMcG0014651	-
h1SMcG0014652	-
h1SMcG0014653	T
h1SMcG0014654	S
h1SMcG0014655	-
h1SMcG0014656	C
h1SMcG0014657	K
h1SMcG0014658	S
h1SMcG0014659	-
h1SMcG0014660	K
h1SMcG0014661	-
h1SMcG0014662	-
h1SMcG0014663	-
h1SMcG0014664	S
h1SMcG0014665	-
h1SMcG0014666	P
h1SMcG0014667	S
h1SMcG0014668	S
h1SMcG0014669	-
h1SMcG0014670	-
h1SMcG0014671	-
h1SMcG0014672	E
h1SMcG0014673	L
h1SMcG0014674	T
h1SMcG0014675	ET
h1SMcG0014676	O
h1SMcG0014677	BD
h1SMcG0014678	-
h1SMcG0014679	-
h1SMcG0014680	Z
h1SMcG0014681	Z
h1SMcG0014682	-
h1SMcG0014683	S
h1SMcG0014684	-
h1SMcG0014685	C
h1SMcG0014686	O
h1SMcG0014687	-
h1SMcG0014688	-
h1SMcG0014689	OT
h1SMcG0014690	A
h1SMcG0014691	-
h1SMcG0014692	J
h1SMcG0014693	P
h1SMcG0014694	-
h1SMcG0014695	T
h1SMcG0014696	E
h1SMcG0014697	-
h1SMcG0014698	S
h1SMcG0014699	-
h1SMcG0014700	F
h1SMcG0014701	T
h1SMcG0014702	T
h1SMcG0014703	M
h1SMcG0014704	S
h1SMcG0014705	-
h1SMcG0014706	-
h1SMcG0014707	-
h1SMcG0014708	-
h1SMcG0014709	-
h1SMcG0014710	-
h1SMcG0014711	O
h1SMcG0014712	S
h1SMcG0014713	-
h1SMcG0014714	O
h1SMcG0014715	-
h1SMcG0014716	S
h1SMcG0014717	-
h1SMcG0014718	O
h1SMcG0014719	-
h1SMcG0014720	S
h1SMcG0014721	O
h1SMcG0014722	O
h1SMcG0014723	-
h1SMcG0014724	O
h1SMcG0014725	J
h1SMcG0014726	P
h1SMcG0014727	-
h1SMcG0014728	S
h1SMcG0014729	-
h1SMcG0014730	O
h1SMcG0014731	I
h1SMcG0014732	O
h1SMcG0014733	C
h1SMcG0014734	-
h1SMcG0014735	S
h1SMcG0014736	K
h1SMcG0014737	C
h1SMcG0014738	-
h1SMcG0014739	-
h1SMcG0014740	-
h1SMcG0014741	-
h1SMcG0014742	S
h1SMcG0014743	E
h1SMcG0014744	Z
h1SMcG0014745	D
h1SMcG0014746	O
h1SMcG0014747	T
h1SMcG0014748	T
h1SMcG0014749	T
h1SMcG0014750	O
h1SMcG0014751	U
h1SMcG0014752	-
h1SMcG0014753	S
h1SMcG0014754	-
h1SMcG0014755	U
h1SMcG0014756	-
h1SMcG0014757	S
h1SMcG0014758	O
h1SMcG0014759	S
h1SMcG0014760	-
h1SMcG0014761	-
h1SMcG0014762	O
h1SMcG0014763	O
h1SMcG0014764	O
h1SMcG0014765	-
h1SMcG0014766	J
h1SMcG0014767	L
h1SMcG0014768	O
h1SMcG0014769	-
h1SMcG0014770	-
h1SMcG0014771	O
h1SMcG0014772	-
h1SMcG0014773	-
h1SMcG0014774	E
h1SMcG0014775	O
h1SMcG0014776	O
h1SMcG0014777	U
h1SMcG0014778	-
h1SMcG0014779	T
h1SMcG0014780	P
h1SMcG0014781	O
h1SMcG0014782	-
h1SMcG0014783	-
h1SMcG0014784	L
h1SMcG0014785	-
h1SMcG0014786	O
h1SMcG0014787	O
h1SMcG0014788	O
h1SMcG0014789	DTZ
h1SMcG0014790	-
h1SMcG0014791	-
h1SMcG0014792	S
h1SMcG0014793	S
h1SMcG0014794	-
h1SMcG0014795	F
h1SMcG0014796	P
h1SMcG0014797	S
h1SMcG0014798	-
h1SMcG0014799	O
h1SMcG0014800	S
h1SMcG0014801	-
h1SMcG0014802	-
h1SMcG0014803	A
h1SMcG0014804	C
h1SMcG0014805	-
h1SMcG0014806	Z
h1SMcG0014807	-
h1SMcG0014808	S
h1SMcG0014809	S
h1SMcG0014810	S
h1SMcG0014811	T
h1SMcG0014812	S
h1SMcG0014813	O
h1SMcG0014814	D
h1SMcG0014815	-
h1SMcG0014816	U
h1SMcG0014817	Z
h1SMcG0014818	S
h1SMcG0014819	S
h1SMcG0014820	CO
h1SMcG0014821	S
h1SMcG0014822	S
h1SMcG0014823	-
h1SMcG0014824	O
h1SMcG0014825	S
h1SMcG0014826	Q
h1SMcG0014827	-
h1SMcG0014828	-
h1SMcG0014829	-
h1SMcG0014830	-
h1SMcG0014831	-
h1SMcG0014832	E
h1SMcG0014833	-
h1SMcG0014834	S
h1SMcG0014835	DO
h1SMcG0014836	A
h1SMcG0014837	A
h1SMcG0014838	-
h1SMcG0014839	-
h1SMcG0014840	-
h1SMcG0014841	J
h1SMcG0014842	L
h1SMcG0014843	T
h1SMcG0014844	O
h1SMcG0014845	-
h1SMcG0014846	Z
h1SMcG0014847	T
h1SMcG0014848	-
h1SMcG0014849	Z
h1SMcG0014850	J
h1SMcG0014851	-
h1SMcG0014852	-
h1SMcG0014853	S
h1SMcG0014854	S
h1SMcG0014855	T
h1SMcG0014856	S
